,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5319,400€,3,85 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,CENTAR
5320,300€,"1,5",55 m²,Централно,Приземје,Во куќа,Реновиран,Наместен,Не,NaN,NaN,Нема,1,Не,1 Паркинг,Запад,Kozle-Avtriska ambasada
5321,270€,2,43 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,Centar
5322,300€,3,90 m²,Централно,7 кат  ,Во Зграда,Реновиран,Наместен,Да,1990,2010,2 Балкони,2,Да,Повеќе од 3 паркинг места,Исток,бул. Асном 
5323,400€,3,68 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2016,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Дебар Маало
5324,NaN,2,40 m²,Централно,1 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,Нема,1,Не,Нема,Запад,Kapistec (sproti TC Zebra)
5325,450€,3,77 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,2018,NaN,1 Балкон,1,Не,1 Гаража,Југозапад,1615
5326,300€,2,60 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,Борка Талевски
5327,600€,3,63 m²,Струја,>15 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Северозапад,Cevahir Sky City
5328,1.200МКД,1,25 m²,Централно,6 кат  ,Во Зграда,Реновиран,Наместен,Да,2000,2021,Нема,1,Не,Нема,Југ,"Kej 13 Noemvri GTC, Centar Skopje"
5329,1.000МКД,1,30 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Не,2020,2020,Нема,1,Не,Повеќе од 3 паркинг места,Југ,NaN
5330,350€,2,50 m²,Централно,10 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Запад,Московска
5331,300€,1,27 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Џумајска
5332,10.000МКД,2,52 m²,Струја,3 кат  ,Во Зграда,Стар,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,M.Acev
5333,250€,3,70 m²,Централно,Приземје,Во Зграда,Стар,Полу наместен,Да,1985,2015,1 Балкон,1,Не,1 Паркинг,Запад,Jane Sandanski
5334,10.000МКД,1,27 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,Нема,1,Не,1 Паркинг,Југоисток,avtokomanda
5335,500€,"2,5",45 m²,Централно,1 кат  ,Во Зграда,Реновиран,Празен,Да,1937,2015,1 Балкон,1,Да,1 Паркинг,Исток,Makedonija br.12
5336,550€,3,62 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југ,CENTAR-NAD TEATAR ZA DECA I MLADINCI
5337,800€,"3,5",80 m²,Централно,2 кат  ,Во Зграда,Реновиран,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југ,CENTAR-SPROTI RAMSTOR
5338,1€,3,80 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,2,Не,2 Паркинг места,Североисток,Центар
5339,280€,3,65 m²,Друго,1 кат  ,Во Зграда,Стар,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Karposh 1
5340,350€,2,39 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Тафталиџе 1
5341,400€,2,60 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,1 Паркинг,Исток,Aerodrom
5342,600€,3,81 m²,Централно,>15 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Исток,SKOPJE
5343,300€,NaN,NaN,NaN,Приземје,NaN,NaN,NaN,Не,NaN,NaN,NaN,NaN,Не,NaN,NaN,NaN
5344,180€,3,55 m²,Централно,4 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,SKOPJE
5345,300€,3,75 m²,Централно,2 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,3 Балкони,1,Не,Нема,Исток,NaN
5346,300€,3,68 m²,Централно,7 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,Ново Лисиче - последна 5ка
5347,400€,3,60 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,CENTAR
5348,350€,2,60 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,1 Паркинг,Исток,"aerodrom, trend"
5349,500€,2,60 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,Повеќе од 3 паркинг места,Запад,NaN
5350,150€,2,45 m²,Централно,6 кат  ,Во Зграда,Реновиран,Празен,Да,NaN,NaN,1 Балкон,1,Да,Повеќе од 3 паркинг места,Југ,KISELA VODA
5351,350€,2,50 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,CENTAR DEBAR MAALO
5352,260€,"1,5",30 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,Нема,Исток,SKOPJE
5353,230€,2,55 m²,Струја,Приземје,Во куќа,Стар,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Југ,CRNICE NAD MVR 
5354,430€,2,50 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,бул. св. Климент Охридски
5355,250€,"1,5",55 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Југ,Козле
5356,350€,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,2019,1 Тераса,1,Не,1 Паркинг,Запад,"Аеродром, Железничка"
5357,220€,"3,5",71 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Да,1972,2003,2 Балкони,1,Да,1 Паркинг,Југ,Partizanska 125 1/6
5358,350€,2,64 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,2015,2015,1 Балкон,1,Не,1 Паркинг,Исток,Majka Tereza
5359,370€,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,2019,1 Балкон,1,Да,1 Паркинг,Запад,NaN
5360,350€,4,99 m²,Струја,1 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Југоисток,NaN
5361,350€,2,50 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,KAPISTEC pod Vodno
5362,900€,4,127 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,2 Паркинг места,Запад,NaN
5363,220€,2,60 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,H.TATARCHEV
5364,300€,2,40 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,2019,NaN,Нема,1,Не,1 Паркинг,Југозапад,Букурешка
5365,1€,3,66 m²,Струја,1 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,2,Не,Нема,Исток,NaN
5366,250€,1,32 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,centar
5367,270€,2,55 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,aerodrom
5368,230€,1,40 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2012,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
5369,210€,3,67 m²,Струја,Сутерен стан,Во Зграда,Нов,Празен,Не,2018,NaN,Нема,1,Не,1 Паркинг,Југ,NaN
5370,1€,3,79 m²,Струја,1 кат  ,Во Зграда,Нов,Празен,Не,2023,NaN,2 Балкони,2,Да,1 Паркинг,Југоисток,NaN
5371,NaN,"3,5",70 m²,Друго,2 кат  ,Во Зграда,Нов,Луксузен,Да,2016,2016,1 Балкон,2,Не,Нема,Исток,Centar - do aptekite zegin i betty na 30m od broz caffe
5372,88.000€,3,60 m²,Струја,2 кат  ,Во Зграда,Нов,Полу наместен,Не,2017,NaN,1 Балкон,1,Не,1 Паркинг,Исток,ул. Томе Арсовски
5373,150€,1,35 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,2003,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
5374,270€,3,52 m²,Централно,7 кат  ,Во Зграда,Стар,Наместен,Да,1984,NaN,1 Балкон,1,Да,1 Паркинг,Југ,NaN
5375,600€,3,97 m²,Централно,5 кат  ,Во Зграда,Реновиран,Луксузен,Да,2008,2019,1 Балкон,1,Не,1 Паркинг,Североисток,Благој Давков 1
5376,550€,3,71 m²,Централно,8 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Гаража,Исток,Centar
5377,400€,3,54 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,aerodrom
5378,850€,4,125 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,2,Да,1 Гаража,Југоисток,"Водно, Скала"
5379,45.000€,3,52 m²,Струја,4 кат  ,Во Зграда,Реновиран,Празен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Исток,Madzari
5380,270€,2,40 m²,Струја,6 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југ,NaN
5381,500€,3,80 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,2,Не,1 Паркинг,Југ,CENTAR -RAMSTOR-MVR 
5382,1МКД,2,50 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Не,2007,2007,1 Балкон,1,Да,1 Паркинг,Североисток,ul gorgi dimitrov br 52 /2/4
5383,400€,3,54 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Исток,Aerodrom
5384,500€,3,68 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,Centar
5385,330€,2,47 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југоисток,Aerodrom
5386,400€,3,55 m²,Централно,5 кат  ,Во Зграда,Нов,Луксузен,Да,2017,NaN,1 Тераса,2,Не,1 Паркинг,Исток,Методија Шаторов Шарло 
5387,140€,1,30 m²,Струја,Приземје,Во куќа,Реновиран,Наместен,Не,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Североисток,Ruzveltova Centar Univerzalna Karpos
5388,20€,2,60 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,2023,NaN,1 Тераса,1,Не,2 Паркинг места,Југоисток,1613 34-32
5389,200€,3,85 m²,Струја,2 кат  ,Во куќа,Нов,Празен,Не,2012,2012,2 Балкони,2,Не,1 Гаража,Исток,Slavka Dinkova 21A
5390,220€,2,45 m²,Струја,Приземје,Во Зграда,Реновиран,Наместен,Не,1970,2018,2 Балкони,1,Не,1 Паркинг,Југозапад,Anton Popov br. 24 (Ognjen Prica)
5391,100€,1,22 m²,Струја,7 кат  ,Во Зграда,Реновиран,Наместен,Да,1988,2000,Нема,1,Да,1 Паркинг,Исток,Џон Кенеди 25 
5392,111.111€,"4,5",113 m²,Друго,Приземје,Во Зграда,Нов,Празен,Да,2021,2022,Нема,Повеќе од 2,Не,Нема,Север,Центар
5393,450€,3,85 m²,Централно,6 кат  ,Во Зграда,Стар,Наместен,Да,1978,NaN,1 Балкон,2,Не,Нема,Североисток,NaN
5394,270€,2,40 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Да,2017,NaN,1 Балкон,1,Не,1 Гаража,Исток,KOZLE
5395,300€,2,40 m²,Централно,1 кат  ,Во Зграда,Нов,Луксузен,Да,2019,2019,Нема,1,Не,1 Паркинг,Југозапад,Букурешка
5396,1€,3,68 m²,Струја,Приземје,Во Зграда,Реновиран,Наместен,Не,NaN,2023,1 Балкон,1,Не,Повеќе од 3 паркинг места,Североисток,NaN
5397,170€,2,40 m²,Струја,2 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
5398,270€,2,40 m²,Струја,6 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
5399,250€,2,41 m²,Централно,Приземје,Во Зграда,Нов,Празен,Да,2023,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
5400,260€,2,40 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,kozle
5401,250€,2,40 m²,Централно,10 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Југ,NaN
5402,160€,"2,5",60 m²,Друго,9 кат  ,Во Зграда,Реновиран,Празен,Да,1999,2022,1 Балкон,1,Да,1 Паркинг,Југ,Во.С.Бато
5403,600€,3,80 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,1,Не,1 Паркинг,Исток,SKOPJE
5404,550€,3,63 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југ,NaN
5405,500€,3,74 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Да,2015,NaN,Нема,2,Не,1 Паркинг,Југ,Наум Наумовски Борче
5406,450€,2,58 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
5407,500€,3,80 m²,Централно,7 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
5408,100€,1,22 m²,Струја,7 кат  ,Во Зграда,Реновиран,Наместен,Да,1988,2000,Нема,1,Да,1 Паркинг,Исток,Џон Кенеди 25 
5409,770€,4,100 m²,Централно,1 кат  ,Во куќа,Реновиран,Луксузен,Не,NaN,NaN,1 Балкон,2,Не,2 Паркинг места,Североисток,Тафталиџе 1
5410,1.250€,3,130 m²,Друго,3 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,2,Не,2 Паркинг места,Северозапад,Vodno
5411,300€,3,72 m²,Струја,1 кат  ,Во Зграда,Нов,Празен,Да,2015,2015,1 Балкон,1,Не,Нема,Југоисток,Leninova
5412,300€,3,85 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
5413,NaN,2,41 m²,Струја,1 кат  ,Во Зграда,Во градба,Празен,Да,2022,NaN,1 Тераса,1,Не,1 Гаража,Југоисток,Мирче Оровчанец бр.15
5414,88.000€,3,60 m²,Струја,2 кат  ,Во Зграда,Нов,Полу наместен,Не,2017,NaN,1 Балкон,1,Не,1 Паркинг,Исток,ул. Томе Арсовски
5415,1€,4,70 m²,Струја,Приземје,Во Зграда,Нов,Празен,Да,2022,NaN,1 Тераса,1,Не,Нема,Северозапад,NaN
5416,300€,2,40 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,Повеќе од 3 паркинг места,Исток,Тафталиџе 1
5417,300€,3,57 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Да,2019,NaN,1 Балкон,1,Не,Нема,Запад,Metodija Shatorov Sharlo
5418,NaN,2,45 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Aerodrom  (sproti Blaze Koneski )
5419,250€,3,65 m²,Струја,Приземје,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Исток,SKOPJE
5420,350€,3,81 m²,Централно,10 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,2,Не,Повеќе од 3 паркинг места,Југоисток,"Centar, Gradski zid-Ramstor"
5421,800€,3,103 m²,Струја,Приземје,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,2,Да,Повеќе од 3 паркинг места,Југ,NaN
5422,350€,3,81 m²,Централно,10 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,2,Не,Нема,Северозапад,бул. св. Кирил и Методиј
5423,350€,2,53 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,2 Балкони,1,Не,Повеќе од 3 паркинг места,Североисток,1615
5424,230€,3,80 m²,Друго,3 кат  ,Во куќа,Стар,Наместен,Не,2002,NaN,1 Балкон,1,Не,Нема,Северозапад,Ристо Равановски 15А
5425,NaN,2,45 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,2010,2010,1 Тераса,1,Не,Нема,Југ,Ul. Vera Jocik br.8
5426,220€,3,65 m²,Централно,Приземје,Во Зграда,Нов,Полу наместен,Да,2018,NaN,1 Балкон,1,Не,1 Гаража,Југ,NaN
5427,450€,2,81 m²,Централно,2 кат  ,Во Зграда,Реновиран,Луксузен,Да,NaN,NaN,Тераса + 1 Балкон,1,Не,1 Паркинг,Североисток,NaN
5428,NaN,3,98 m²,Струја,1 кат  ,Во Зграда,Нов,Полу наместен,Да,2015,NaN,1 Тераса,2,Не,Нема,Југ,Kisela Voda
5429,550€,2,71 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Да,1 Гаража,Исток,NaN
5430,340€,3,57 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Да,1980,2020,1 Балкон,1,Да,1 Паркинг,Југ,NaN
5431,500€,6,138 m²,Струја,1 кат  ,Во Зграда,Нов,Полу наместен,Да,NaN,NaN,2 Балкони,2,Не,Нема,Исток,Centar-Madzir Maalo
5432,NaN,4,100 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,2,Не,1 Паркинг,Исток,Debar Maalo  (sproti Ministerstvo za Kultura)
5433,NaN,2,55 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Југ,ЦЕНТАР
5434,400€,3,65 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Не,Нема,Исток,AERODROM KAJ VUCKO
5435,800€,"3,5",80 m²,Централно,2 кат  ,Во Зграда,Реновиран,Луксузен,Да,NaN,NaN,Нема,1,Не,Нема,Север,CENTAR-SPROTI RAMSTOR-GRADSKI ZID
5436,350€,3,70 m²,Струја,1 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Гаража + 1 Паркинг,Исток,Micurin
5437,400€,4,120 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,2 Балкони,2,Не,1 Гаража,Исток,SKOPJE
5438,1.500€,4,156 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,3 Паркинг места,Исток,NaN
5439,160€,2,48 m²,Нема ,2 кат  ,Во Зграда,Стар,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,Sekspirova
5440,400€,3,85 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,2 Балкони,2,Не,Нема,Исток,NaN
5441,250€,2,50 m²,Струја,2 кат  ,Во Зграда,Нов,Полу наместен,Да,2017,NaN,1 Балкон,1,Не,1 Паркинг,Североисток,ул.Јуриј Гагарин
5442,2.000€,6,175 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Не,NaN,NaN,Нема,Повеќе од 2,Не,Повеќе од 3 паркинг места,Исток,TAFTALIDZE -PEDAGOSKA
5443,450€,3,70 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Да,Нема,Југ,Centar kaj Vlada
5444,NaN,3,85 m²,Централно,1 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,2,Не,Нема,Северозапад,Debar Maalo 
5445,450€,4,110 m²,Централно,1 кат  ,Во Зграда,Стар,Наместен,Не,NaN,NaN,2 Балкони,1,Не,Нема,Југ,Centar -Bunjakovec
5446,400€,2,32 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"centar, kapistec"
5447,400€,2,50 m²,Централно,8 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,karpos
5448,400€,2,32 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
5449,600€,2,50 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"centar, vodno, panorama residence"
5450,200€,2,39 m²,Струја,3 кат  ,Во Зграда,Нов,Полу наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југозапад,Aerodrom
5451,450€,3,68 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"aerodrom, majcin dom"
5452,NaN,2,40 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,SKOPJE
5453,200€,2,43 m²,Централно,1 кат  ,Во Зграда,Нов,Празен,Да,2020,NaN,1 Балкон,1,Не,1 Паркинг,Исток,KARPOS ILINDENSKA
5454,15.000€,3,50 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,SKOPJE
5455,380€,3,72 m²,Централно,5 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,SKOPJE
5456,1.400€,3,51 m²,Централно,6 кат  ,Во Зграда,Во градба,Празен,Да,2023,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Vangel Todorovski
5457,1.400€,2,53 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2004,NaN,1 Балкон,1,Не,1 Паркинг,Североисток,Ivan Kozarov
5458,1€,"3,5",86 m²,Централно,5 кат  ,Во Зграда,Нов,Празен,Да,2022,NaN,1 Балкон,2,Не,1 Гаража,Југ,Ul Palmiro Toljati
5459,350МКД,3,70 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,MICURIN-AERODROM
5460,350€,3,81 m²,Централно,10 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Тераса,2,Не,Нема,Северозапад,M. H. Jasmin
5461,NaN,3,120 m²,Струја,Приземје,Во куќа,Нов,Полу наместен,Не,NaN,NaN,Тераса + 2 Балкони,2,Не,1 Паркинг,Југоисток,Тафталиџе 2
5462,350€,3,60 m²,Централно,6 кат  ,Во Зграда,Нов,Полу наместен,Да,2022,NaN,2 Балкони,1,Не,1 Паркинг,Исток,бул. Кочо Рацин
5463,350€,3,80 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Запад,Димче Мирчев
5464,1€,2,45 m²,Централно,4 кат  ,Во Зграда,Реновиран,Луксузен,Да,NaN,NaN,2 Балкони,1,Не,1 Паркинг,Североисток,Centar - Plostad
5465,200€,2,60 m²,Струја,1 кат  ,Во Зграда,Стар,Наместен,Да,1971,2020,2 Балкони,1,Не,Нема,Југ,Georgji Dimitrov 23
5466,350€,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Да,1 Паркинг,Север,NaN
5467,450€,3,68 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,2015,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Во близина на Универзална сала
5468,400€,2,42 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,2019,1 Балкон,1,Не,Повеќе од 3 паркинг места,Север,Никола Русински 3 - Лептокарија
5469,400€,2,52 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
5470,850€,5,125 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,2 Балкони,2,Не,1 Паркинг,Југоисток,NaN
5471,1€,2,41 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,2023,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
5472,650€,4,100 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,2,Не,Нема,Исток,Centar
5473,250€,3,62 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Исток,Karpos 3
5474,500€,2,55 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,Centar
5475,350€,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Да,1 Гаража,Север,Васил Ѓоргов
5476,1.000€,3,88 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,2019,NaN,1 Балкон,1,Не,1 Паркинг,Југозапад,NaN
5477,350€,2,40 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Не,1 Гаража,Исток,Васил Ѓоргов
5478,550€,3,85 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Југоисток,"Centar, Bunjakovec"
5479,400€,3,70 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,"Centar, Kapishtec"
5480,400€,3,60 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,"Центар, Буњаковец-Песталоци"
5481,600€,3,85 m²,Централно,3 кат  ,Во Зграда,Реновиран,Луксузен,Да,NaN,2023,1 Балкон,2,Не,Повеќе од 3 паркинг места,Југоисток,Aerodrom kaj Trend
5482,1€,"3,5",85 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,2015,2020,1 Балкон,1,Не,1 Паркинг,Исток,butel 1
5483,140€,1,30 m²,Централно,Приземје,Во Зграда,Реновиран,Наместен,Не,2000,2020,1 Балкон,1,Не,Повеќе од 3 паркинг места,Исток,Vidoe Smilevski Bato
