,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
600,270€,2,42 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,ул. Коста Новаковиќ бр.17
601,1€,4,70 m²,Струја,Приземје,Во Зграда,Нов,Празен,Да,2022,NaN,1 Тераса,1,Не,Нема,Северозапад,NaN
602,240.000€,6,147 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,2 Балкони,Повеќе од 2,Да,Гаража + 2 Паркинг места,Југ,Ul. Kiril i Metodij 18/3-9
603,350€,2,50 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Југозапад,Карпош 1-Партизанска
604,290€,2,50 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,Kapistec (kaj Hotel Beton)
605,NaN,3,70 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југ,Taftalidze kaj Gorgi Dimitrov
606,NaN,3,75 m²,Струја,1 кат  ,Во куќа,Нов,Луксузен,Не,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,ul. Kozle - kaj Dva Elena
607,390€,3,65 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,65,1 Балкон,1,Не,Нема,Исток,Debar Maalo (blizu Soboren Hram) 
608,1.200МКД,"1,5",50 m²,Струја,2 кат  ,Во Зграда,Реновиран,Луксузен,Не,NaN,NaN,2 Балкони,1,Не,1 Паркинг,Југ,"Ulica Makedonija, kaj bikot "
609,450€,3,73 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,2017,NaN,2 Балкони,2,Не,1 Паркинг,Југ,ул. Методија Шаторлов Шарло
610,15.000МКД,1,36 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,Нема,Исток,Franjo Kluz br.3/2-21
611,230€,2,55 m²,Струја,2 кат  ,Во Зграда,Стар,Наместен,Да,1960,2010,1 Балкон,1,Да,1 Паркинг,Запад,50 Divizija
612,300€,2,42 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
613,200€,"2,5",55 m²,Струја,1 кат  ,Во Зграда,Реновиран,Празен,Да,2010,NaN,1 Балкон,1,Не,Нема,Североисток,Расадник
614,NaN,3,64 m²,Струја,7 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,2018,3 Балкони,1,Да,Повеќе од 3 паркинг места,Север,Ul.Metodia Mitevski
615,1€,1,40 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
616,500€,3,70 m²,Друго,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,2,Не,2 Паркинг места,Исток,NaN
617,250€,3,60 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
618,450€,3,75 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Тераса,2,Не,Повеќе од 3 паркинг места,Југозапад,"Juzen Bulevar, Montenegro"
619,230€,2,40 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југ,Aerodrom
620,1€,4,100 m²,Централно,2 кат  ,Во Зграда,Нов,Празен,Да,2019,NaN,2 Балкони,Повеќе од 2,Не,1 Паркинг,Југ,Петричка 6 влез 2 стан 7
621,30€,2,50 m²,Централно,4 кат  ,Во Зграда,Нов,Луксузен,Да,2019,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Ул. Методија Шаторов Шарло бр.11
622,200€,2,50 m²,Централно,2 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Североисток,Aerodrom
623,480€,3,65 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"centar, debar maalo"
624,600€,3,68 m²,Струја,Приземје,Во Зграда,Нов,Луксузен,Да,2022,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Југ,"Panorama Residence, Vodno "
625,250€,2,48 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,SKOPJE
626,350€,2,55 m²,Централно,12 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Aeродром
627,250€,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
628,330€,2,40 m²,Централно,6 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,NaN
629,240€,2,40 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
630,300€,2,55 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
631,250€,2,40 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Запад,Orce Nikolov
632,250€,2,57 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Нема,Исток,Univerzalna 
633,370€,2,45 m²,Друго,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Запад,Taftaligje
634,320€,2,50 m²,Централно,10 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,Karposh 3
635,220€,3,57 m²,Централно,2 кат  ,Во Зграда,Нов,Празен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
636,250€,3,65 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Не,1960,2022,1 Балкон,1,Не,1 Паркинг,Југ,NaN
637,500€,3,75 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Запад,Varshavska
638,600€,3,74 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,NaN
639,300€,2,56 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
640,400€,2,55 m²,Централно,4 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
641,350€,2,58 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,2,Не,Нема,Југоисток,NaN
642,500€,3,68 m²,Централно,>15 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
643,450€,3,74 m²,Струја,2 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,2,Да,1 Паркинг,Југ,ulica kozle
644,1.400€,2,53 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2004,NaN,1 Балкон,1,Не,1 Паркинг,Североисток,Ivan Kozarov
645,1€,3,79 m²,Струја,1 кат  ,Во Зграда,Нов,Празен,Не,2023,NaN,2 Балкони,2,Да,1 Паркинг,Југоисток,NaN
646,NaN,2,50 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,Нема,1,Не,2 Паркинг места,Север,Ново Лисиче кај Фон и Мерцедес
647,1€,3,80 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,2 Балкони,1,Да,Повеќе од 3 паркинг места,Југоисток,NaN
648,1€,"2,5",50 m²,Централно,Приземје,Во Зграда,Реновиран,Наместен,Не,1982,2023,Нема,1,Не,1 Паркинг,Северозапад,Аеродром
649,250€,2,50 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Југ,ГАЗИ БАБА
650,NaN,3,73 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,2,Не,1 Паркинг,Југоисток,АЕРОДРОМ
651,NaN,3,64 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Запад,ЦЕНТАР
652,250€,2,42 m²,Централно,1 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Тераса,1,Да,1 Паркинг,Исток,"Aerodrom, Tobako"
653,350€,3,82 m²,Централно,6 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Запад,J.Sandanski
654,NaN,2,54 m²,Централно,2 кат  ,Во Зграда,Нов,Празен,Да,2009,2023,1 Тераса,1,Не,2 Паркинг места,Југоисток,Hristo Tatarcev 47 
655,140€,1,30 m²,Струја,Приземје,Во Зграда,Нов,Празен,Да,NaN,NaN,Нема,1,Не,Нема,Југ,Bote Bocevski 1v/1
656,200€,2,47 m²,Струја,8 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југозапад,NaN
657,230€,2,45 m²,Струја,Приземје,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,Нема,1,Не,1 Паркинг,Југозапад,NaN
658,220€,3,53 m²,Централно,2 кат  ,Во Зграда,Реновиран,Празен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
659,275€,2,40 m²,Струја,1 кат  ,Во Зграда,Реновиран,Наместен,Не,2009,2023,1 Балкон,1,Не,Нема,Југозапад,Ул Иван Козаров 47
660,275€,2,42 m²,Струја,2 кат  ,Во Зграда,Реновиран,Наместен,Не,1965,2023,Нема,1,Да,Нема,Североисток,Ул Симеон Кавракиров 10
661,1€,2,42 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Да,1988,2019,Нема,1,Не,1 Паркинг,Југоисток,Naroden Front
662,200€,1,31 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
663,200€,"1,5",37 m²,Централно,8 кат  ,Во Зграда,Нов,Наместен,Да,2017,NaN,1 Тераса,1,Не,Нема,Југоисток,NaN
664,300€,2,47 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Тераса,1,Не,1 Паркинг,Североисток,Kapistec
665,200€,1,30 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
666,350€,3,65 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
667,200€,2,50 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
668,350€,3,65 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
669,1.550€,5,111 m²,Централно,2 кат  ,Во Зграда,Нов,Полу наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Запад,Центар
670,200€,1,30 m²,Струја,5 кат  ,Во Зграда,Реновиран,Наместен,Да,1997,2018,Нема,1,Не,Нема,Југ,NaN
671,10.000МКД,1,33 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
672,35€,3,52 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,2020,NaN,1 Балкон,1,Не,1 Паркинг,Северозапад,Pandil Shiskov br. 8
673,30€,2,34 m²,Централно,7 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Југозапад,Bul. 3-ta Makedonska Brigada
674,250€,2,55 m²,Струја,7 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Aeродром
675,250€,3,65 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
676,280€,2,40 m²,Друго,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
677,300€,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
678,380€,3,60 m²,Друго,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
679,350€,2,45 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
680,250€,2,65 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
681,250€,4,85 m²,Друго,Приземје,Во Зграда,Стар,Наместен,Не,1964,2000,1 Балкон,1,Не,1 Паркинг,Југозапад,Симеон Кавракиров
682,300€,2,52 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,Venjamin Macukovski br.1/1
683,400€,"2,5",53 m²,Струја,>15 кат  ,Во Зграда,Нов,Наместен,Да,2021,2021,1 Балкон,1,Не,Гаража + 2 Паркинг места,Југозапад,bulevar Srbija
684,250€,3,53 m²,Централно,2 кат  ,Во Зграда,Реновиран,Празен,Да,1990,2022,1 Балкон,1,Да,Повеќе од 3 паркинг места,Југозапад,бул. Видое Смилевски Бато
685,250€,2,78 m²,Централно,4 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Бул.Јане Сандански бр 113
686,1.000МКД,"1,5",30 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Тераса,1,Не,1 Паркинг,Југ,Методија Шаторов-Шарло
687,1.200МКД,1,25 m²,Централно,6 кат  ,Во Зграда,Реновиран,Наместен,Да,2000,2021,Нема,1,Не,Нема,Југ,"Kej 13 Noemvri GTC, Centar Skopje"
688,1.750€,1,49 m²,Централно,2 кат  ,Во Зграда,Стар,Наместен,Да,2016,NaN,1 Тераса,1,Не,Нема,Југ,ul. Zagbreska 1000 Skopje
689,1€,1,87 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2015,NaN,Нема,1,Не,1 Паркинг,Југ,Naum Naumovski Borce 38
690,1€,2,52 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2015,NaN,Нема,1,Не,1 Паркинг,Север,Naum Naumovski Borce 38
691,250€,2,60 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,2015,NaN,1 Тераса,1,Не,Нема,Југозапад,Тодор Паница7
692,350€,3,70 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Не,NaN,NaN,Нема,1,Да,1 Паркинг,Исток,NaN
693,350€,3,60 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
694,250€,2,40 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,SKOPJE
695,430€,3,75 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,SKOPJE
696,200€,1,45 m²,Централно,5 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
697,350€,3,70 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југозапад,Kozle
698,11.000МКД,2,40 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Не,NaN,NaN,Нема,1,Не,1 Паркинг,Исток,NaN
699,30€,"2,5",45 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2021,2021,1 Тераса,1,Не,1 Паркинг,Северозапад,Ul.1661 br.9 1/4
700,1€,2,50 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,SKOPJE
701,400€,2,50 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
702,450€,2,45 m²,Централно,>15 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Запад,Kisela Voda
703,350€,2,50 m²,Централно,1 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,Karpos 3 - City Mall
704,40€,3,65 m²,Друго,4 кат  ,Во Зграда,Нов,Луксузен,Да,2019,NaN,1 Балкон,1,Не,1 Гаража,Југ,Nikola Parapunov br11
705,330€,2,50 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
706,400€,"1,5",36 m²,Струја,1 кат  ,Во Зграда,Нов,Луксузен,Да,2019,NaN,Нема,1,Не,Нема,Североисток,Козара
707,350€,2,55 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,2010,NaN,1 Балкон,1,Не,1 Паркинг,Запад,Орце Николов
708,300€,3,67 m²,Централно,3 кат  ,Во Зграда,Нов,Полу наместен,Да,2018,NaN,Тераса + 1 Балкон,1,Не,1 Паркинг,Запад,NaN
709,400€,2,52 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2015,NaN,Нема,1,Не,1 Паркинг,Север,Наум Наумовски Борче
710,450€,1,33 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,2017,NaN,1 Балкон,1,Не,1 Гаража,Југозапад,бул. Борис Трајковски
711,500€,2,50 m²,Струја,3 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,NaN
712,650€,"3,5",62 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,2019,NaN,Нема,1,Не,1 Гаража,Југоисток,1615
713,500€,3,74 m²,Централно,7 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,Тераса + 1 Балкон,2,Не,1 Паркинг,Југ,бул. Јане Сандански
714,380€,2,55 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Запад,бул. Трета Македонска Бригада
715,700€,3,70 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2017,NaN,2 Балкони,2,Не,1 Гаража,Североисток,Орце Николов
716,470€,3,66 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,1 Паркинг,Југоисток,бул. св. Климент Охридски
717,650€,4,104 m²,Струја,3 кат  ,Во Зграда,Нов,Луксузен,Да,2017,NaN,2 Балкони,1,Не,1 Гаража,Југ,Тодор Александров
718,270€,2,64 m²,Централно,1 кат  ,Во Зграда,Стар,Наместен,Не,2000,2018,2 Балкони,1,Не,1 Паркинг,Југ,Исаија Мажовски
719,490€,2,55 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
720,650€,4,99 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,2017,NaN,3 Балкони,2,Не,1 Гаража,Североисток,1615
721,330€,2,50 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,Нема,1,Не,2 Паркинг места,Север,NaN
722,450€,3,73 m²,Струја,2 кат  ,Во куќа,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Пандо Кљашев
723,600€,"2,5",63 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,2017,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Југозапад,1615
724,999€,4,116 m²,Струја,5 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,2,Не,Гаража + 1 Паркинг,Исток,Тодор Александров
725,410€,3,78 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,Славејко Арсов
726,270€,"3,5",60 m²,Струја,3 кат  ,Во Зграда,Стар,Наместен,Не,1965,2023,1 Балкон,1,Да,Повеќе од 3 паркинг места,Исток,Vera Jocikj
727,330€,2,45 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,2021,1 Балкон,1,Не,1 Паркинг,Исток,Centar
728,550€,3,78 m²,Централно,4 кат  ,Во Зграда,Нов,Луксузен,Да,2020,NaN,1 Балкон,1,Не,1 Гаража,Југоисток,Kapistec
729,120€,5,70 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,2022,NaN,Нема,2,Не,Нема,Југозапад,Бел Камен бр.3
730,1.000МКД,1,30 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Не,2020,2020,Нема,1,Не,Повеќе од 3 паркинг места,Југ,NaN
731,270€,2,42 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,ул. Коста Новаковиќ бр.17
732,500€,2,50 m²,Друго,3 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,Debar Maalo
733,1.200€,4,170 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Да,Повеќе од 3 паркинг места,Североисток,"Центар, Водно ,Соравија"
734,600€,3,60 m²,Струја,3 кат  ,Во Зграда,Нов,Луксузен,Да,2018,NaN,1 Тераса,1,Не,Гаража + 1 Паркинг,Југоисток,"Центар, Корчагин"
735,300€,2,40 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,Повеќе од 3 паркинг места,Исток,Centar-Ploshtad Italijanska 
736,450€,4,97 m²,Централно,9 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,Тераса + 1 Балкон,2,Не,1 Паркинг,Југ,Центар-Градски ѕид-Рамстро
737,450€,3,90 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Југоисток,"Карпош, кај Мида"
738,800€,4,140 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,Тераса + 3 Балкони,2,Не,1 Паркинг,Исток,Vodno-Amerikansa rezidencija
739,580€,3,75 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,"Centar, Bunjakovec"
740,350€,3,65 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Исток,Kisela Voda-Shampionche 
741,320€,2,46 m²,Централно,8 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,"Аеродром, Тобако 2"
742,250€,1,32 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Југоисток,"ЦЕНТАР, УНИВЕРЗАЛНА"
743,550€,3,85 m²,Струја,6 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Тераса,2,Не,Повеќе од 3 паркинг места,Северозапад,"Centar, Juzen Bulevar"
744,500€,3,70 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Југоисток,"Taftalidze 1, bul.8mi Septemvri"
745,1.100€,3,130 m²,Друго,2 кат  ,Во Зграда,Нов,Луксузен,Да,2018,NaN,2 Балкони,2,Не,1 Паркинг,Југозапад,Скопје
746,470€,4,100 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,2,Да,1 Паркинг,Исток,NaN
747,470€,4,130 m²,Друго,1 кат  ,Во куќа,Нов,Наместен,Не,NaN,NaN,2 Балкони,1,Не,1 Паркинг,Исток,NaN
748,50€,2,50 m²,Централно,9 кат  ,Во Зграда,Нов,Наместен,Да,2018,2019,1 Балкон,1,Да,Гаража + Повеќе од 3 паркинг места,Југ,Boris Trajkovski 1
749,7.500МКД,2,34 m²,Струја,Приземје,Во куќа,Реновиран,Наместен,Не,NaN,NaN,Нема,1,Не,1 Паркинг,Североисток,ул. Ѓорѓи Капчев 14 бр. 1
750,400€,2,70 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,2015,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
751,160€,3,45 m²,Струја,Поткровје,Во куќа,Нов,Наместен,Не,2010,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
752,300€,2,54 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,Ivan Kozarov
753,300€,1,45 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,2017,NaN,1 Балкон,1,Не,Нема,Југоисток,Aerodrom
754,350€,2,55 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Запад,Karposh 2 - MIDA
755,500€,2,55 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Југоисток,"Centar, Katolichka"
756,600€,3,63 m²,Струја,>15 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,"Аеродром, Џевахир Ц"
757,600€,4,90 m²,Струја,7 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,2,Не,2 Паркинг места,Запад,Центар
758,420€,2,50 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,Нема,1,Не,Повеќе од 3 паркинг места,Југоисток,"Centar, Grchka Ambasada"
759,600€,3,90 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2018,NaN,1 Тераса,2,Не,Повеќе од 3 паркинг места,Исток,"Центар, Католичка"
760,550€,2,65 m²,Централно,10 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,"Aerodrom, Porta Rezidens "
761,320€,2,58 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Да,2006,2023,1 Тераса,2,Не,Повеќе од 3 паркинг места,Исток,Карпош 2 -МиДа
762,250€,1,30 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,Aerodrom-Tobako 2
763,250€,2,40 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Исток,Kisela Voda- Rasadnik 
